timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-26T21:23:03.492266,0.0,0,0.0,0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-26T21:24:03.491757,4.187
2026-04-26T21:23:03.591704,42.31,0.04,10.05,0.0009,0.0,0.0,0,0.0,100,0,60.0,2026-04-26T21:24:03.591543,4.199
2026-04-26T21:23:03.620577,42.31,0.04,25.14,0.0046,1000.0,0.0,0,96.1,100,0,60.0,2026-04-26T21:24:03.620442,4.203
2026-04-26T21:23:03.649285,42.31,0.04,30.93,0.0062,1000.0,0.0,4.199,96.1,100,0,60.0,2026-04-26T21:24:03.649160,4.204
2026-04-26T21:23:04.668009,42.32,0.04,38.51,0.0082,1000.0,0.0,4.199,96.1,100,0,60.0,2026-04-26T21:24:04.667846,4.203
2026-04-26T21:23:04.709019,42.32,0.04,38.71,0.0041,1000.0,0.9,4.215,96.1,100,0,60.0,2026-04-26T21:24:04.708896,5.103
2026-04-26T21:23:04.751194,42.32,0.04,39.73,0.0041,1000.0,0.9,4.199,96.1,100,0,60.0,2026-04-26T21:24:04.751075,5.104
2026-04-26T21:23:05.739275,42.32,0.04,41.02,0.004,1000.0,0.9,4.199,96.1,100,0,60.0,2026-04-26T21:24:05.739093,5.114
2026-04-26T21:23:05.782873,42.32,0.04,42.05,0.0054,1000.0,0.67,4.211,96.1,100,0,60.0,2026-04-26T21:24:05.782723,4.885
2026-04-26T21:23:06.762333,42.32,0.04,42.31,0.0053,1000.0,0.67,4.199,96.1,100,0,60.0,2026-04-26T21:24:06.762141,4.893
2026-04-26T21:23:06.804961,42.33,0.04,42.51,0.0054,1000.0,0.67,4.21,96.1,100,0,60.0,2026-04-26T21:24:06.804830,4.889
2026-04-26T21:23:06.846492,42.33,0.04,42.58,0.0054,1000.0,0.67,4.199,96.1,100,0,60.0,2026-04-26T21:24:06.846371,4.888
2026-04-26T21:23:07.828565,42.33,0.04,42.64,0.0053,1000.0,0.67,4.199,96.1,100,0,60.0,2026-04-26T21:24:07.828401,4.895
2026-04-26T21:23:07.875153,42.33,0.04,43.17,0.0064,1000.0,0.51,4.208,96.1,100,0,60.0,2026-04-26T21:24:07.875020,4.732
2026-04-26T21:23:07.919247,42.33,0.04,43.18,0.0064,1000.0,0.51,4.199,96.1,100,0,60.0,2026-04-26T21:24:07.919078,4.73
2026-04-26T21:23:08.880596,42.33,0.04,43.2,0.0064,1000.0,0.51,4.199,96.1,100,0,60.0,2026-04-26T21:24:08.880430,4.734
2026-04-26T21:23:08.924756,42.33,0.04,43.63,0.0073,1000.0,0.38,4.205,96.1,100,0,60.0,2026-04-26T21:24:08.924597,4.601
2026-04-26T21:23:08.968685,42.33,0.04,43.63,0.0073,1000.0,0.38,4.199,96.1,100,0,60.0,2026-04-26T21:24:08.968537,4.599
2026-04-26T21:23:09.947216,42.34,0.04,43.65,0.0072,1000.0,0.38,4.199,96.1,100,0,60.0,2026-04-26T21:24:09.946995,4.601
2026-04-26T21:23:09.990410,42.34,0.04,43.98,0.0079,1000.0,0.28,4.204,96.1,100,0,60.0,2026-04-26T21:24:09.990270,4.5
2026-04-26T21:23:10.032706,42.34,0.04,43.98,0.0079,1000.0,0.28,4.199,96.1,100,0,60.0,2026-04-26T21:24:10.032558,4.498
2026-04-26T21:23:11.008424,42.34,0.04,43.99,0.0079,1000.0,0.28,4.199,96.1,100,0,60.0,2026-04-26T21:24:11.008260,4.498
2026-04-26T21:23:11.051892,42.34,0.04,44.24,0.0084,1000.0,0.21,4.202,96.1,100,0,60.0,2026-04-26T21:24:11.051740,4.427
2026-04-26T21:23:12.035450,42.34,0.04,44.26,0.0082,1000.0,0.21,4.199,96.1,100,0,60.0,2026-04-26T21:24:12.035254,4.428
2026-04-26T21:23:12.080693,42.34,0.04,44.43,0.0086,1000.0,0.16,4.202,96.1,100,0,60.0,2026-04-26T21:24:12.080449,4.375
2026-04-26T21:23:12.123153,42.34,0.04,44.42,0.0087,1000.0,0.16,4.199,96.1,100,0,60.0,2026-04-26T21:24:12.123013,4.374
2026-04-26T21:23:13.097673,42.34,0.04,44.44,0.0086,1000.0,0.16,4.199,96.1,100,0,60.0,2026-04-26T21:24:13.097506,4.375
2026-04-26T21:23:13.142224,42.34,0.04,44.58,0.0089,1000.0,0.12,4.201,96.1,100,0,60.0,2026-04-26T21:24:13.142033,4.334
2026-04-26T21:23:13.186503,42.34,0.04,44.57,0.0089,1000.0,0.12,4.199,96.1,100,0,60.0,2026-04-26T21:24:13.186366,4.333
2026-04-26T21:23:14.163953,42.34,0.04,44.59,0.0089,1000.0,0.12,4.199,96.1,100,0,60.0,2026-04-26T21:24:14.163761,4.333
2026-04-26T21:23:14.206530,42.34,0.04,44.69,0.0091,1000.0,0.09,4.2,96.1,100,0,60.0,2026-04-26T21:24:14.206400,4.302
2026-04-26T21:23:14.249779,42.34,0.04,44.68,0.0091,1000.0,0.09,4.199,96.1,100,0,60.0,2026-04-26T21:24:14.249612,4.301
2026-04-26T21:23:15.226607,42.34,0.04,44.7,0.0091,1000.0,0.09,4.199,96.1,100,0,60.0,2026-04-26T21:24:15.226434,4.301
2026-04-26T21:23:15.269475,42.34,0.04,44.77,0.0092,1000.0,0.07,4.2,96.1,100,0,60.0,2026-04-26T21:24:15.269353,4.28
2026-04-26T21:23:15.325427,42.34,0.04,44.76,0.0093,1000.0,0.07,4.199,96.1,100,0,60.0,2026-04-26T21:24:15.325213,4.28
2026-04-26T21:23:16.281016,42.34,0.04,44.77,0.0092,1000.0,0.07,4.199,96.1,100,0,60.0,2026-04-26T21:24:16.280674,4.28
2026-04-26T21:23:16.323373,42.34,0.04,44.85,0.0094,1000.0,0.05,4.2,96.1,100,0,60.0,2026-04-26T21:24:16.323214,4.259
