timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-05-02T13:49:18.744818,29.13,0.1788,29.13,0.1788,0.0,0.0,0,0.0,100,0,60.0,2026-05-02T13:50:18.744662,4.203
2026-05-02T13:49:18.875022,29.13,0.1788,32.03,0.1307,1000.0,0.02,0,98.6,100,0,60.0,2026-05-02T13:50:18.874852,4.225
2026-05-02T13:49:19.850692,29.13,0.1788,32.16,0.1576,1000.0,0.02,4.199,98.6,100,0,60.0,2026-05-02T13:50:19.850433,4.225
2026-05-02T13:49:19.933910,29.22,0.1771,32.25,0.1706,1000.0,0.02,4.199,98.6,100,0,60.0,2026-05-02T13:50:19.933780,4.225
2026-05-02T13:49:20.009310,29.22,0.1771,32.27,0.1747,1000.0,0.02,4.199,98.6,100,0,60.0,2026-05-02T13:50:20.009120,4.225
2026-05-02T13:49:20.850446,29.22,0.1771,32.32,0.1778,1000.0,0.02,4.199,98.6,100,0,60.0,2026-05-02T13:50:20.850254,4.225
2026-05-02T13:49:20.928956,29.22,0.1753,32.34,0.1776,1000.0,0.01,4.199,98.6,100,0,60.0,2026-05-02T13:50:20.928731,4.215
2026-05-02T13:49:21.006263,29.22,0.1753,32.34,0.1781,1000.0,0.01,4.199,98.6,100,0,60.0,2026-05-02T13:50:21.006084,4.215
2026-05-02T13:49:21.891540,29.29,0.0296,32.38,0.1559,1000.0,0.01,4.199,98.6,100,0,60.0,2026-05-02T13:50:21.891349,4.215
2026-05-02T13:49:21.966368,29.29,0.0288,32.39,0.0989,1000.0,0.01,4.199,98.6,100,0,60.0,2026-05-02T13:50:21.966216,4.215
2026-05-02T13:49:22.042895,29.29,0.0288,32.4,0.075,1000.0,0.01,4.199,98.6,100,0,60.0,2026-05-02T13:50:22.042731,4.215
2026-05-02T13:49:22.961002,29.29,0.0203,32.42,0.0489,1000.0,0.01,4.199,98.6,100,0,60.0,2026-05-02T13:50:22.960533,4.215
