timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-26T20:59:06.301663,65.56,0,65.56,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-26T21:00:06.301505,4.271
2026-04-26T20:59:06.331131,65.56,0,68.12,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:06.331015,4.211
2026-04-26T20:59:07.375986,65.56,0,68.14,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:07.375737,4.211
2026-04-26T20:59:07.429010,65.56,0,68.13,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:07.428849,4.211
2026-04-26T20:59:08.357687,65.56,0,68.16,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:08.357179,4.211
2026-04-26T20:59:08.398040,65.52,0,68.12,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:08.397923,4.211
2026-04-26T20:59:08.440740,65.52,0,68.11,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:08.440565,4.211
2026-04-26T20:59:09.416720,65.52,0,68.11,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:09.416200,4.211
2026-04-26T20:59:09.446750,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:09.446626,4.211
2026-04-26T20:59:10.420088,65.52,0,68.12,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:10.419930,4.211
2026-04-26T20:59:10.449978,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:10.449678,4.211
2026-04-26T20:59:10.480777,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:10.480658,4.211
2026-04-26T20:59:11.482240,65.52,0,68.11,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:11.481929,4.211
2026-04-26T20:59:11.512761,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:11.512623,4.211
2026-04-26T20:59:12.494436,65.52,0,68.11,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:12.494257,4.211
2026-04-26T20:59:12.523434,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:12.523316,4.211
2026-04-26T20:59:13.521423,65.52,0,68.12,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:13.521187,4.211
2026-04-26T20:59:13.556958,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:13.556793,4.211
2026-04-26T20:59:13.591813,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:13.591663,4.211
2026-04-26T20:59:14.578005,65.52,0,68.11,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:14.577830,4.211
2026-04-26T20:59:14.607982,65.52,0,68.1,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:14.607852,4.211
2026-04-26T20:59:15.596392,65.52,0,68.12,0.0032,1000.0,0.0,4.199,90.9,100,0,60.0,2026-04-26T21:00:15.596148,4.211
