timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-05-02T13:55:53.236157,31.43,0.4471,31.43,0.4471,0.0,0.0,0,0.0,100,0,60.0,2026-05-02T13:56:53.235975,4.206
2026-05-02T13:55:53.310715,31.43,0.4471,34.32,0.3638,1000.0,0.0,0,97.8,100,0,60.0,2026-05-02T13:56:53.310553,4.205
2026-05-02T13:55:54.257317,31.43,0.4471,34.46,0.4076,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:54.257189,4.205
2026-05-02T13:55:54.319707,31.43,0.4471,34.5,0.4323,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:54.319500,4.205
2026-05-02T13:55:54.377542,31.43,0.4471,34.51,0.4399,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:54.377423,4.205
2026-05-02T13:55:55.321989,31.43,0.4471,34.55,0.4461,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:55.321763,4.205
2026-05-02T13:55:55.416578,31.43,0.4505,34.54,0.4501,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:55.416331,4.205
2026-05-02T13:55:55.516404,31.43,0.4505,34.54,0.4521,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:55.516254,4.205
2026-05-02T13:55:56.373475,31.44,0.0394,34.57,0.3899,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:56.373297,4.205
2026-05-02T13:55:56.435501,31.44,0.0428,34.56,0.2323,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:56.435376,4.205
2026-05-02T13:55:56.498653,31.44,0.0428,34.55,0.1675,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:56.498514,4.205
2026-05-02T13:55:57.431332,31.44,0.0428,34.57,0.0974,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:57.431185,4.205
2026-05-02T13:55:57.501069,31.44,0.0428,34.56,0.0753,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:57.500924,4.205
2026-05-02T13:55:57.566684,31.44,0.0428,34.56,0.0654,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:57.566543,4.205
2026-05-02T13:55:58.496686,31.44,0.0379,34.57,0.0524,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:58.496495,4.205
2026-05-02T13:55:58.569234,31.44,0.0379,34.56,0.0478,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:58.569002,4.205
2026-05-02T13:55:59.534751,31.44,0.0379,34.59,0.045,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:59.534357,4.205
2026-05-02T13:55:59.684628,31.45,0.0379,34.57,0.0422,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:59.684321,4.205
2026-05-02T13:55:59.880506,31.45,0.0379,34.57,0.0418,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:56:59.879883,4.205
2026-05-02T13:56:00.590503,31.46,0.0379,34.59,0.0416,1000.0,0.0,4.199,97.8,100,0,60.0,2026-05-02T13:57:00.590163,4.205
